년도,월,일,일계,공휴일,평균기온,일강수랑
2017,6,22,"12,935",0,25.3,0
2017,6,23,"2,122",0,26.7,0
2017,6,24,"6,202",0,24.5,3.5
2017,6,25,"6,163",0,23.8,1.5
2017,6,26,"1,272",0,23.1,29
2017,6,27,"2,243",0,25.2,0
2017,6,28,"2,113",0,26,0
2017,6,29,"2,120",0,26.2,0
2017,6,30,"2,103",0,25.9,0
2017,7,1,"7,808",0,25.3,0.5
2017,7,2,"1,443",0,24.3,92
2017,7,3,807,0,24.7,67.5
2017,7,4,"1,715",0,26.7,0.5
2017,7,5,"1,349",0,27.4,0
2017,7,6,"1,251",0,27.6,34
2017,7,7,870,0,26.4,16.5
2017,7,8,"1,700",0,26,4.5
2017,7,9,"3,440",0,26.3,32.5
2017,7,10,338,0,24,144.5
2017,7,11,"1,480",0,26,1
2017,7,12,"1,597",0,27.1,0
2017,7,13,"1,176",0,27.6,0
2017,7,14,"1,349",0,28.7,0
2017,7,15,"1,935",0,25,42.5
2017,7,16,"4,589",0,26.2,22.5
2017,7,17,"1,188",0,26.8,7.5
2017,7,18,"1,458",0,26.5,2.5
2017,7,19,"1,180",0,28.3,0
2017,7,20,931,0,29.9,0
2017,7,21,"1,076",0,29.8,0
2017,7,22,"2,501",0,29.3,0.5
2017,7,23,696,0,27,133.5
2017,7,24,696,0,26.2,3
2017,7,25,"1,318",0,29.4,0
2017,7,26,"1,267",0,28.7,0
2017,7,27,"10,889",0,27.1,3.5
2017,7,28,772,0,25.5,8.5
2017,7,29,"5,834",0,27.2,0
2017,7,30,"5,761",0,27.9,0
2017,7,31,"1,771",0,25.7,3.5
2017,8,1,"3,932",0,28.6,2
2017,8,2,"1,976",0,30,0
2017,8,3,"1,923",0,30.2,0
2017,8,4,"2,164",0,30.3,0
2017,8,5,"2,745",0,31.4,0
2017,8,6,"2,350",0,29.8,5
2017,8,7,"1,236",0,29.2,0
2017,8,8,"1,504",0,28.2,0
2017,8,9,"1,601",0,27.6,2.5
2017,8,10,943,0,24.8,5.5
2017,8,11,"1,903",0,27,0.5
2017,8,12,"6,396",0,27.8,0
2017,8,13,"10,371",0,26.3,0
2017,8,14,"1,847",0,24.6,1.5
2017,8,15,831,1,21.9,93.5
2017,8,16,"2,011",0,23.3,2
2017,8,17,"1,883",0,24.8,0.5
2017,8,18,"2,773",0,26.3,0
2017,8,19,"10,675",0,26.1,0
2017,8,20,"1,453",0,23.2,124.5
2017,8,21,"4,392",0,25.8,5
2017,8,22,"2,413",0,27.3,0
2017,8,23,724,0,27.2,31.5
2017,8,24,572,0,26.5,14
2017,8,25,"2,284",0,25.3,0
2017,8,26,"14,474",0,24.2,0
2017,8,27,"16,798",0,22.7,0
2017,8,28,"1,469",0,21.5,9
2017,8,29,"3,436",0,19.5,0
2017,8,30,"2,860",0,19.8,0
2017,8,31,"3,217",0,22.2,0
2017,9,1,"3,429",0,23.3,0
2017,9,2,"23,313",0,23.8,0
2017,9,3,"23,991",0,23.7,0
2017,9,4,"2,911",0,24.6,0
2017,9,5,"2,184",0,21.9,0
2017,9,6,"1,803",0,20.6,2
2017,9,7,"4,453",0,22.4,0
2017,9,8,"4,176",0,24.3,0
2017,9,9,"17,303",0,23.8,0
2017,9,10,"16,529",0,23,0.5
2017,9,11,"10,956",0,21.2,24
2017,9,12,"3,800",0,22.1,0
2017,9,13,"3,875",0,21.4,0
2017,9,14,"3,009",0,22.4,0
2017,9,15,"5,715",0,22.6,0
2017,9,16,"20,881",0,22,0
2017,9,17,"21,699",0,23.1,0
2017,9,18,"4,196",0,21.9,0
2017,9,19,"2,313",0,22.6,8
2017,9,20,"6,149",0,19.5,0
2017,9,21,"4,800",0,20.3,0
2017,9,22,"7,283",0,20.6,0
2017,9,23,"17,515",0,21.8,0
2017,9,24,"14,520",0,22.4,0
2017,9,25,"2,522",0,23.4,0
2017,9,26,"3,580",0,25.1,0
2017,9,27,"2,494",0,22.7,0.5
2017,9,28,"4,031",0,19.2,0
2017,9,29,"6,538",0,17.4,0
2017,9,30,"12,712",0,20,0
2017,10,1,"6,413",0,18.2,4
2017,10,2,"21,387",0,22,1.5
2017,10,3,"16,489",1,17.6,0
2017,10,4,"19,220",1,16.7,0
2017,10,5,"32,576",1,18.7,0
2017,10,6,"20,948",0,18.9,0.5
2017,10,7,"32,091",0,21.9,0
2017,10,8,"29,251",0,23,0
2017,10,9,"21,174",0,22.5,0
2017,10,10,"2,304",0,21.4,0.4
2017,10,11,"2,107",0,15.5,20
2017,10,12,"3,902",0,11.4,0
2017,10,13,"6,403",0,12.8,0
2017,10,14,"16,985",0,14.4,0
2017,10,15,"19,657",0,15.8,0
2017,10,16,"6,706",0,16.6,0
2017,10,17,"14,032",0,16.2,0
2017,10,18,"5,007",0,16.5,0.1
2017,10,19,"5,915",0,17,0
2017,10,20,"10,375",0,17,0
2017,10,21,"22,658",0,17.6,0
2017,10,22,"25,073",0,16.3,0
2017,10,23,"4,545",0,13.7,0
2017,10,24,"19,454",0,14.4,0
2017,10,25,"4,625",0,14.4,0
2017,10,26,"5,123",0,14.5,0
2017,10,27,"8,431",0,16.9,0
2017,10,28,"26,879",0,17.2,0
2017,10,29,"19,514",0,11.5,0
2017,10,30,"3,338",0,7.7,0
2017,10,31,"5,768",0,10.4,0
2017,11,1,"3,363",0,14.4,0
2017,11,2,"2,669",0,15.5,1
2017,11,3,"3,156",0,12.3,1.5
2017,11,4,"12,087",0,7.8,0
2017,11,5,"12,762",0,8.4,0
2017,11,6,"3,340",0,11.4,0
2017,11,7,"3,494",0,14.4,0
2017,11,8,"2,653",0,13.1,0
2017,11,9,"3,089",0,9.4,0
2017,11,10,"2,353",0,9.8,7.5
2017,11,11,"8,008",0,5.9,0
2017,11,12,"9,312",0,5.3,0
2017,11,13,"1,611",0,8.4,4.5
2017,11,14,"2,003",0,7.5,0
2017,11,15,"1,404",0,3.2,0
2017,11,16,"1,245",0,1,0
2017,11,17,"1,388",0,3,0
2017,11,18,"2,759",0,-2.1,0
2017,11,19,"1,918",0,-1.6,0
2017,11,20,857,0,-0.4,0
2017,11,21,"1,581",0,1.3,0
2017,11,22,"1,041",0,4.3,0.5
2017,11,23,"1,927",0,0.9,1.2
2017,11,24,747,0,-0.4,0
2017,11,25,"1,384",0,3,24
2017,11,26,"2,487",0,3.3,0
2017,11,27,"1,072",0,2.5,0
2017,11,28,"1,139",0,6.4,0.5
2017,11,29,795,0,3.2,0
2017,11,30,"11,318",0,-2.4,0
2017,12,1,718,0,-2.2,0
2017,12,2,"2,168",0,1.9,0
2017,12,3,"1,991",0,4.9,4
2017,12,4,719,0,-1.2,0.1
2017,12,5,630,0,-4.2,0.1
2017,12,6,721,0,0.2,1.2
2017,12,7,911,0,0.7,0
2017,12,8,643,0,-3.8,0
2017,12,9,"1,792",0,-0.5,0
2017,12,10,"1,024",0,1.1,4.1
2017,12,11,479,0,-7,0
2017,12,12,324,0,-9.4,0
2017,12,13,462,0,-8.7,0
2017,12,14,761,0,-6.6,0
2017,12,15,627,0,-3,0
2017,12,16,"1,206",0,-5.7,0
2017,12,17,996,0,-6.7,0
2017,12,18,420,0,-1.6,3.4
2017,12,19,657,0,-3.9,0
2017,12,20,"2,985",0,-3.9,0.2
2017,12,21,653,0,-0.9,0
2017,12,22,804,0,3.4,0
2017,12,23,"1,910",0,6.1,0
2017,12,24,403,0,2.9,20
2017,12,25,"2,028",1,-2.1,0
2017,12,26,772,0,-3.8,0
2017,12,27,488,0,-6.9,0
2017,12,28,778,0,-2.1,0
2017,12,29,853,0,2.1,0
2017,12,30,"1,520",0,1.4,0.7
2017,12,31,"1,868",0,-0.3,1
2018,1,1,"2,316",1,-1.3,0
2018,1,2,988,0,-1.8,0
2018,1,3,694,0,-4.7,0
2018,1,4,671,0,-4.7,0
2018,1,5,758,0,-3,0
2018,1,6,"1,935",0,-2.8,0
2018,1,7,"1,881",0,-0.8,0
2018,1,8,634,0,1.3,0.9
2018,1,9,523,0,-4.2,0.5
2018,1,10,382,0,-7.5,0.3
2018,1,11,312,0,-11.1,0
2018,1,12,228,0,-10.2,0
2018,1,13,"1,015",0,-4.4,0.4
2018,1,14,"1,654",0,0.6,0
2018,1,15,645,0,4.7,0.2
2018,1,16,699,0,3.5,0
2018,1,17,631,0,4.5,0
2018,1,18,"1,503",0,2.1,0
2018,1,19,918,0,1,0
2018,1,20,"2,083",0,2.2,0
2018,1,21,"2,123",0,0.4,0
2018,1,22,852,0,0.2,3.3
2018,1,23,363,0,-11.7,0
2018,1,24,128,0,-14.2,0
2018,1,25,162,0,-14,0
2018,1,26,222,0,-14.8,0
2018,1,27,655,0,-9.9,0
2018,1,28,962,0,-6.3,0
2018,1,29,409,0,-8.5,0
2018,1,30,"9,660",0,-5.3,2.9
2018,1,31,585,0,-2.6,0
2018,2,1,679,0,-4,0
2018,2,2,704,0,-2.4,0
2018,2,3,"1,049",0,-7.3,0.5
2018,2,4,790,0,-9.5,0
2018,2,5,348,0,-9.4,0
2018,2,6,369,0,-10.1,0
2018,2,7,418,0,-8,0
2018,2,8,724,0,-4.4,0
2018,2,9,657,0,0.4,0
2018,2,10,"1,861",0,-0.5,0
2018,2,11,"1,159",0,-6.1,0
2018,2,12,499,0,-5.8,0
2018,2,13,725,0,-0.8,0
2018,2,14,810,0,3.5,0
2018,2,15,"1,765",1,-0.7,0
2018,2,16,"3,007",1,-1.1,0
2018,2,17,"3,590",1,-3,0
2018,2,18,"3,370",0,-0.4,0
2018,2,19,"1,558",0,1.8,0
2018,2,20,"1,243",0,0.9,0
2018,2,21,"1,169",0,-0.9,0
2018,2,22,"1,348",0,1.3,0.4
2018,2,23,"1,079",0,4.2,3.7
2018,2,24,"3,362",0,2.4,0
2018,2,25,"6,139",0,1.9,0
2018,2,26,"2,252",0,3.1,0
2018,2,27,"1,517",0,4.2,0
2018,2,28,626,0,4.6,25
2018,3,1,"3,290",1,-0.2,0.5
2018,3,2,"1,500",0,-0.7,0
2018,3,3,"14,540",0,7.9,0
2018,3,4,"3,619",0,9.8,11.5
2018,3,5,"1,049",0,5.5,3.5
2018,3,6,"1,751",0,4.5,0
2018,3,7,"1,434",0,6.4,0.5
2018,3,8,604,0,4.6,4
2018,3,9,"1,366",0,4.5,0
2018,3,10,"10,723",0,4.6,0
2018,3,11,"14,512",0,6.4,0
2018,3,12,"1,555",0,8,0
2018,3,13,"1,819",0,12.4,0
2018,3,14,"3,032",0,17,0
2018,3,15,390,0,12.4,27
2018,3,16,"2,101",0,7.1,0
2018,3,17,"21,711",0,6.6,0
2018,3,18,"11,340",0,8.2,0.5
2018,3,19,785,0,8,1
2018,3,20,"1,228",0,4.7,0
2018,3,21,"2,184",0,2.1,1
2018,3,22,"1,559",0,4.9,0
2018,3,23,"1,922",0,6.1,0
2018,3,24,"8,418",0,7.6,0
2018,3,25,"7,334",0,9.6,0
2018,3,26,"1,227",0,11,0
2018,3,27,"1,297",0,13.3,0
2018,3,28,"1,830",0,14,0
2018,3,29,"1,588",0,15.4,0
2018,3,30,"3,670",0,14.8,0
2018,3,31,"24,609",0,14,0
2018,4,1,"15,121",0,15.6,0
2018,4,2,"2,785",0,18.4,0
2018,4,3,"3,689",0,17.8,0.1
2018,4,4,"2,575",0,13.4,18.5
2018,4,5,992,0,7.6,10.5
2018,4,6,"3,920",0,5.8,6.5
2018,4,7,"12,741",0,4.2,0.2
2018,4,8,"12,683",0,3.9,3
2018,4,9,"5,775",0,7.9,0
2018,4,10,"7,236",0,15.1,5
2018,4,11,"4,184",0,12.6,0
2018,4,12,"7,264",0,13.3,0
2018,4,13,"8,694",0,14.6,0
2018,4,14,"2,097",0,9,9
2018,4,15,"21,355",0,9.5,0
2018,4,16,"5,480",0,11.6,0
2018,4,17,"5,164",0,12.9,0
2018,4,18,"5,634",0,12.4,0
2018,4,19,"5,069",0,14,0
2018,4,20,"5,353",0,18.4,0
2018,4,21,"32,610",0,18.7,0
2018,4,22,"7,680",0,15.5,15.5
2018,4,23,288,0,9.3,59
2018,4,24,"4,340",0,12.1,3
2018,4,25,"8,633",0,14.6,0
2018,4,26,"15,833",0,14.9,0
2018,4,27,"14,350",0,15.7,0
2018,4,28,"22,964",0,15.4,0
2018,4,29,"29,774",0,16.2,0
2018,4,30,"15,101",0,19.2,0
2018,5,1,"22,284",0,20.4,0
2018,5,2,"1,349",0,15.1,12
2018,5,3,"9,103",0,11.2,1
2018,5,4,"11,398",0,14.1,0
2018,5,5,"52,310",1,18.3,0
2018,5,6,"3,344",0,16.6,22
2018,5,7,"32,821",0,19.2,0
2018,5,8,"5,728",0,17.5,0
2018,5,9,"5,892",0,15.7,0
2018,5,10,"6,762",0,15.4,0
2018,5,11,"9,835",0,16.1,0
2018,5,12,"1,345",0,14.2,32
2018,5,13,"23,131",0,15.8,0.5
2018,5,14,"4,102",0,18.2,0
2018,5,15,"4,825",0,23.2,0
2018,5,16,896,0,22.3,45
2018,5,17,"1,309",0,20.9,83
2018,5,18,"5,492",0,16.3,6.5
2018,5,19,"33,655",0,17.6,0
2018,5,20,"30,449",0,17,0
2018,5,21,"19,298",0,17.8,0
2018,5,22,"28,495",1,18.1,12.5
2018,5,23,"6,302",0,17.3,6.5
2018,5,24,"6,387",0,18.3,0
2018,5,25,"8,457",0,19.7,0
2018,5,26,"27,705",0,21.8,0
2018,5,27,"32,244",0,20.3,0
2018,5,28,"27,205",0,22.3,0
2018,5,29,"8,741",0,21.4,1
2018,5,30,"7,303",0,20.2,0
2018,5,31,"26,276",0,20.9,0
2018,6,1,"9,969",0,23.8,0
2018,6,2,"26,341",0,23.4,0
2018,6,3,"25,808",0,24,0
2018,6,4,"5,922",0,22.6,0
2018,6,5,"9,027",0,23.7,0
2018,6,6,"29,944",1,23,0
2018,6,7,"6,171",0,22.2,0
2018,6,8,"7,157",0,21.9,0
2018,6,9,"18,036",0,23.7,0.5
2018,6,10,"19,328",0,21.3,0.5
2018,6,11,"3,626",0,20.2,5
2018,6,12,"5,547",0,21.3,0
2018,6,13,"17,997",0,22,0
2018,6,14,"1,766",0,21.6,29
2018,6,15,"4,362",0,21.7,16.5
2018,6,16,"15,207",0,22.5,0
2018,6,17,"12,254",0,22.8,0
2018,6,18,"2,432",0,24.8,0
2018,6,19,"3,781",0,22.4,0
2018,6,20,"3,212",0,22.7,0
2018,6,21,"2,893",0,23.7,0
2018,6,22,"16,022",0,25,0
2018,6,23,"8,845",0,24.5,0
2018,6,24,"6,553",0,25.2,0
2018,6,25,"2,284",0,27.1,0
2018,6,26,"13,766",0,22.3,71.5
2018,6,27,"1,986",0,22.3,1
2018,6,28,"1,969",0,23.3,26.5
2018,6,29,"8,100",0,24.7,6.5
2018,6,30,"3,604",0,24.4,14.5
2018,7,1,411,0,21.9,83.5
2018,7,2,334,0,22.6,59.5
2018,7,3,"1,777",0,27.4,0.1
2018,7,4,"1,568",0,27.3,0
2018,7,5,"1,283",0,25.3,0.5
2018,7,6,"2,418",0,23.9,0
2018,7,7,"11,179",0,23.7,0
2018,7,8,"12,207",0,23.3,0
2018,7,9,574,0,20.8,14
2018,7,10,"1,614",0,23.7,16.5
2018,7,11,"1,407",0,26.8,3
2018,7,12,"2,517",0,26.6,1
2018,7,13,"1,356",0,27.3,0
2018,7,14,"3,918",0,27.9,0
2018,7,15,"3,031",0,28.3,0
2018,7,16,852,0,28.7,0
2018,7,17,"1,139",0,28.1,0
2018,7,18,"14,697",0,28.2,0
2018,7,19,899,0,28.7,0
2018,7,20,756,0,29.5,0
2018,7,21,"1,537",0,30.6,0
2018,7,22,"1,228",0,31.8,0
2018,7,23,605,0,31.7,0
2018,7,24,516,0,31.4,0
2018,7,25,651,0,30.1,0
2018,7,26,712,0,30.1,0
2018,7,27,"1,830",0,30.9,0
2018,7,28,"1,410",0,29.5,7.5
2018,7,29,"1,620",0,31.3,0
2018,7,30,937,0,31.7,0
2018,7,31,"1,320",0,32.6,0
2018,8,1,607,0,33.6,0
2018,8,2,792,0,33.7,0
2018,8,3,701,0,33.1,0
2018,8,4,"1,558",0,31.1,0
2018,8,5,"1,690",0,30,2
2018,8,6,815,0,30.5,6.5
2018,8,7,816,0,30.5,0
2018,8,8,720,0,31,0
2018,8,9,"1,072",0,28.8,2
2018,8,10,725,0,30.7,0
2018,8,11,"2,070",0,31,0
2018,8,12,"3,107",0,30.6,5
2018,8,13,865,0,30.5,1
2018,8,14,943,0,31.7,0
2018,8,15,"1,790",1,31.7,1
2018,8,16,755,0,29.9,0
2018,8,17,"1,690",0,27.2,0
2018,8,18,"7,856",0,26.7,0
2018,8,19,"7,320",0,28.2,0
2018,8,20,"1,315",0,29.1,0
2018,8,21,"1,185",0,26.6,5
2018,8,22,"1,501",0,30.7,0
2018,8,23,520,0,29.4,3
2018,8,24,480,0,24.4,7.5
2018,8,25,"10,258",0,25.2,0
2018,8,26,"5,426",0,23.2,2
2018,8,27,549,0,22.7,19.5
2018,8,28,644,0,23.7,96.5
2018,8,29,"4,342",0,25.2,42
2018,8,30,"1,066",0,25.3,9.5
2018,8,31,"2,373",0,25.6,0.1
2018,9,1,"15,182",0,25.5,0
2018,9,2,"15,541",0,25.1,0
2018,9,3,684,0,23.3,34.5
2018,9,4,"2,211",0,23.2,0
2018,9,5,"2,910",0,24,0
2018,9,6,"2,383",0,24.1,1
2018,9,7,"3,470",0,22,0.5
2018,9,8,"22,103",0,21.7,0
2018,9,9,"23,202",0,22.2,0
2018,9,10,"3,329",0,22.9,0
2018,9,11,"3,546",0,21.6,0
2018,9,12,"3,032",0,22.8,0
2018,9,13,"3,182",0,23.5,0
2018,9,14,"3,111",0,23.5,0.5
2018,9,15,"10,686",0,23.3,0.2
2018,9,16,"9,048",0,22.2,2
2018,9,17,"3,011",0,22.3,0.1
2018,9,18,"3,310",0,22,0
2018,9,19,"7,333",0,22.1,0.2
2018,9,20,"1,696",0,19,5
2018,9,21,741,0,19.4,18
2018,9,22,"14,301",0,20.8,6.5
2018,9,23,"13,065",1,19.4,0
2018,9,24,"19,661",1,17.6,0
2018,9,25,"29,558",1,17.8,0
2018,9,26,"21,131",1,19.4,0
2018,9,27,"5,153",0,18.9,0
2018,9,28,"5,910",0,17.5,0
2018,9,29,"22,289",0,20.2,0
2018,9,30,"19,868",0,17.6,0
2018,10,1,"3,207",0,15.4,0
2018,10,2,"4,863",0,15.9,0
2018,10,3,"27,449",1,17.3,0
2018,10,4,"4,159",0,19.3,0
2018,10,5,"1,426",0,16.9,36.5
2018,10,6,"1,355",0,18,55.5
2018,10,7,"22,060",0,16.4,0
2018,10,8,"11,611",0,14.8,0
2018,10,9,"27,514",0,15.3,0
2018,10,10,"3,384",0,12,7
2018,10,11,"5,071",0,9.7,0
2018,10,12,"8,295",0,10.9,0
2018,10,13,"16,641",0,12.5,0
2018,10,14,"17,762",0,13.2,0
2018,10,15,"7,580",0,15.2,0
2018,10,16,"4,861",0,14.5,0
2018,10,17,"5,903",0,12.4,0
2018,10,18,"5,146",0,12.7,0
2018,10,19,"11,385",0,13.1,0
2018,10,20,"22,515",0,13.4,0
2018,10,21,"21,366",0,13.4,0
2018,10,22,"4,455",0,14,0
2018,10,23,"2,405",0,12.2,5
2018,10,24,"5,240",0,12.5,0
2018,10,25,"6,662",0,13.8,0
2018,10,26,"14,286",0,12.2,11
2018,10,27,"21,561",0,8.7,0
2018,10,28,"4,916",0,8.3,5.5
2018,10,29,"3,342",0,7.2,0
2018,10,30,"3,786",0,6.1,0
2018,10,31,"5,730",0,7.4,0
2018,11,1,"3,923",0,8.4,0
2018,11,2,"5,152",0,10.6,0
2018,11,3,"16,626",0,11.2,0
2018,11,4,"15,903",0,11.6,0
2018,11,5,"2,780",0,11.9,0
2018,11,6,"2,108",0,12.2,0
2018,11,7,"1,321",0,12.8,2
2018,11,8,576,0,11.8,64
2018,11,9,"2,922",0,12.1,1
2018,11,10,"6,233",0,11.9,0
2018,11,11,"5,204",0,8.1,0
2018,11,12,"2,316",0,8.1,0
2018,11,13,"2,244",0,8.8,0
2018,11,14,"2,219",0,9.8,0
2018,11,15,"1,911",0,9.7,0
2018,11,16,"1,626",0,8.8,0
2018,11,17,"6,659",0,4.9,0
2018,11,18,"6,404",0,6.1,0
2018,11,19,"1,383",0,6.5,0
2018,11,20,"1,427",0,6.5,0.2
2018,11,21,893,0,5.8,1
2018,11,22,"4,964",0,2.3,0
2018,11,23,"1,208",0,1.9,0
2018,11,24,"1,404",0,2.6,10.9
2018,11,25,"3,699",0,4.8,0
2018,11,26,"1,169",0,6.3,0
2018,11,27,923,0,7.1,0
2018,11,28,895,0,5,0
2018,11,29,"8,472",0,3.5,0
2018,11,30,987,0,2.7,0
2018,12,1,"4,005",0,5.5,0
2018,12,2,"3,381",0,8.2,0
2018,12,3,356,0,11.5,9.5
2018,12,4,610,0,6.7,5
2018,12,5,815,0,0,0
2018,12,6,878,0,2.4,0
2018,12,7,440,0,-7.3,0
2018,12,8,807,0,-8.3,0
2018,12,9,808,0,-7.2,0
2018,12,10,553,0,-2.5,0
2018,12,11,997,0,0.2,0
2018,12,12,"2,089",0,-1.9,0
2018,12,13,854,0,-2.2,1.3
2018,12,14,456,0,-4.4,0
2018,12,15,"1,381",0,-2.4,0
2018,12,16,"1,134",0,0,0.3
2018,12,17,656,0,1.6,0.3
2018,12,18,861,0,2.6,0
2018,12,19,809,0,4,0
2018,12,20,876,0,3.4,0
2018,12,21,"1,630",0,5.6,0
2018,12,22,"1,982",0,6.9,0
2018,12,23,"2,948",0,2.4,0
2018,12,24,982,0,-2.3,0
2018,12,25,"2,402",1,0.6,0
2018,12,26,752,0,-1.5,0
2018,12,27,"3,943",0,-10.1,0
2018,12,28,357,0,-10.5,0
2018,12,29,734,0,-7.6,0
2018,12,30,915,0,-6.8,0
2018,12,31,834,0,-5.4,0
2019,1,1,"1,524",1,-5,0
2019,1,2,634,0,-4.9,0
2019,1,3,777,0,-3.5,0
2019,1,4,690,0,-1.1,0
2019,1,5,"1,601",0,-2.8,0
2019,1,6,"2,057",0,-2.8,0
2019,1,7,773,0,-1.9,0
2019,1,8,804,0,-3.5,0
2019,1,9,529,0,-4.7,0
2019,1,10,839,0,-0.6,0
2019,1,11,814,0,2.4,0
2019,1,12,"1,855",0,2.8,0
2019,1,13,"1,680",0,1.2,0
2019,1,14,433,0,1.4,0
2019,1,15,493,0,-1.7,0
2019,1,16,674,0,-5.2,0
2019,1,17,"1,220",0,-0.3,0
2019,1,18,810,0,0.6,0
2019,1,19,"1,738",0,3.6,0
2019,1,20,"2,064",0,-1.4,0
2019,1,21,731,0,-1.2,0
2019,1,22,988,0,1.7,0
2019,1,23,756,0,2,0
2019,1,24,"1,010",0,0.1,0
2019,1,25,882,0,-1.2,0
2019,1,26,"2,023",0,-2.5,0
2019,1,27,"2,391",0,-0.1,0
2019,1,28,703,0,1.2,0
2019,1,29,938,0,-0.2,0
2019,1,30,716,0,1.8,0
2019,1,31,"1,624",0,-2,0
2019,2,1,626,0,-2.1,0.3
2019,2,2,"1,630",0,1.4,0
2019,2,3,405,0,3.3,16
2019,2,4,"2,550",1,-0.6,0
2019,2,5,"3,855",1,2.8,0
2019,2,6,"4,046",1,5.1,0
2019,2,7,996,0,-2.1,0.5
2019,2,8,771,0,-6.1,0
2019,2,9,"1,771",0,-5.4,0
2019,2,10,"1,652",0,-5,0
2019,2,11,732,0,-3,0
2019,2,12,"1,041",0,-0.6,0
2019,2,13,917,0,-2.1,0
2019,2,14,"1,290",0,-0.5,0
2019,2,15,587,0,-0.8,2.2
2019,2,16,"1,889",0,-2.7,0.2
2019,2,17,"2,834",0,-1.8,0
2019,2,18,"1,084",0,0.9,0
2019,2,19,514,0,1.4,4.6
2019,2,20,832,0,1.7,0
2019,2,21,998,0,2.4,0
2019,2,22,"1,005",0,4,0
2019,2,23,"4,086",0,6.8,0
2019,2,24,"7,466",0,6.3,0
2019,2,25,"1,428",0,4.7,0
2019,2,26,"2,285",0,5.2,0
2019,2,27,"2,595",0,7.8,0
2019,2,28,"2,135",0,6.6,0
2019,3,1,"6,264",1,6.6,0
2019,3,2,"5,491",0,7.8,0
2019,3,3,"4,393",0,9.4,0
2019,3,4,822,0,9.9,0
2019,3,5,649,0,8.4,0
2019,3,6,513,0,8.4,0
2019,3,7,"1,196",0,7,0
2019,3,8,"1,622",0,6.1,0
2019,3,9,"17,833",0,7.2,0
2019,3,10,"9,254",0,10.1,0
2019,3,11,"1,025",0,6.6,0
2019,3,12,"1,326",0,3.9,0
2019,3,13,"1,064",0,3.5,0
2019,3,14,"1,351",0,5,0
2019,3,15,963,0,5.5,3.5
2019,3,16,"8,722",0,4.3,0
2019,3,17,"15,718",0,6.3,0
2019,3,18,"1,945",0,7.1,0
2019,3,19,"2,077",0,10,0
2019,3,20,759,0,10.3,16.5
2019,3,21,"1,144",0,7.1,3.3
2019,3,22,"1,477",0,3.3,0
2019,3,23,"3,562",0,3.3,1.7
2019,3,24,"12,787",0,4.3,0
2019,3,25,"1,538",0,7.3,0
2019,3,26,"1,744",0,11.4,0
2019,3,27,"1,117",0,11.6,0
2019,3,28,"1,665",0,9.4,0
2019,3,29,"2,870",0,9.2,0
2019,3,30,"2,452",0,5.2,1.8
2019,3,31,"4,418",0,4.4,0
2019,4,1,"1,876",0,5.5,0
2019,4,2,"2,081",0,6.7,0
2019,4,3,"3,957",0,7.6,0
2019,4,4,"3,060",0,9.2,0
2019,4,5,"4,100",0,11.4,0
2019,4,6,"11,272",0,9.3,0.8
2019,4,7,"31,924",0,12.6,0
2019,4,8,"5,501",0,11.6,0
2019,4,9,"3,029",0,9.2,17.4
2019,4,10,"2,124",0,7.1,5.6
2019,4,11,"8,577",0,9.5,0
2019,4,12,"9,296",0,11.4,0
2019,4,13,"39,200",0,11.8,0
2019,4,14,"5,017",0,9.6,1.7
2019,4,15,"6,556",0,11.6,0
2019,4,16,"6,982",0,14.9,0
2019,4,17,"6,040",0,15.3,0
2019,4,18,"4,791",0,12.6,0
2019,4,19,"6,494",0,13.8,0
2019,4,20,"29,419",0,14.3,1.2
2019,4,21,"19,874",0,14.8,0.3
2019,4,22,"4,445",0,19.3,0
2019,4,23,"3,905",0,20.4,0
2019,4,24,"3,475",0,19.5,4.1
2019,4,25,"6,869",0,13.2,11.3
2019,4,26,"3,550",0,8.4,4.9
2019,4,27,"23,777",0,11.6,0
2019,4,28,"17,964",0,12.9,0
2019,4,29,"3,283",0,13,0
2019,4,30,"6,833",0,15.5,0
2019,5,1,,0,16.4,0
2019,5,2,,0,17.1,0
2019,5,3,,0,17.9,0
2019,5,4,,0,19.5,0
2019,5,5,,1,19.2,0
2019,5,6,,1,14.5,0
2019,5,7,,0,15,0
2019,5,8,,0,15.6,0
2019,5,9,,0,16.6,0
2019,5,10,,0,17.8,0
2019,5,11,,0,20.3,0
2019,5,12,,1,21.6,0
2019,5,13,,0,18.7,0
2019,5,14,,0,19.6,0
2019,5,15,,0,20.7,0
