년도,월,일,일계,공휴일,평균기온,일강수랑
2015,7,30,"4,851",0,28.6,0
2015,7,31,"4,272",0,27.9,0
2015,8,1,"8,585",0,28.2,0
2015,8,2,"7,877",0,26.5,16.5
2015,8,3,"6,108",0,27.9,0
2015,8,4,"5,668",0,27.5,0
2015,8,5,"4,235",0,28.6,0.1
2015,8,6,"2,929",0,29.3,0
2015,8,7,"3,731",0,28.9,11
2015,8,8,"6,501",0,26.6,7.5
2015,8,9,"6,735",0,26.7,0
2015,8,10,"2,939",0,27,0
2015,8,11,"3,807",0,26.8,0
2015,8,12,"3,210",0,27.3,0
2015,8,13,"3,119",0,26.5,0
2015,8,14,"9,976",0,26.9,0
2015,8,15,"14,240",1,27.1,0.1
2015,8,16,"8,249",0,25.8,29
2015,8,17,"3,432",0,26.6,0
2015,8,18,"3,101",0,27.9,0
2015,8,19,"3,198",0,26.8,0
2015,8,20,"2,746",0,25.4,0.4
2015,8,21,"2,733",0,25.2,2.5
2015,8,22,"12,492",0,25.5,0
2015,8,23,"12,845",0,26.3,0
2015,8,24,"2,677",0,26.3,0
2015,8,25,838,0,21.7,5.5
2015,8,26,"21,211",0,21.9,0
2015,8,27,"3,632",0,24.7,0
2015,8,28,"3,756",0,23.2,0.3
2015,8,29,"17,979",0,24.4,0
2015,8,30,"18,031",0,24.9,0
2015,8,31,"2,813",0,25.9,0
2015,9,1,"4,479",0,25.9,0
2015,9,2,"2,204",0,23.9,0.5
2015,9,3,"3,182",0,23.9,18
2015,9,4,"4,613",0,24.8,0
2015,9,5,"6,965",0,21.9,5
2015,9,6,"24,287",0,22.2,0
2015,9,7,"3,906",0,22.6,0
2015,9,8,"4,161",0,22.7,0
2015,9,9,"3,880",0,22.4,0
2015,9,10,"4,300",0,22.4,0
2015,9,11,"5,033",0,21,2.5
2015,9,12,"19,054",0,19.2,0
2015,9,13,"30,453",0,20.2,0
2015,9,14,"5,641",0,22.1,0
2015,9,15,"4,043",0,22.8,0
2015,9,16,"5,744",0,21.6,0
2015,9,17,"9,099",0,21.4,0
2015,9,18,"7,586",0,21.9,0
2015,9,19,"26,975",0,22.3,0
2015,9,20,"23,842",0,22.1,0
2015,9,21,"3,565",0,22.6,0
2015,9,22,"7,086",0,23.9,0
2015,9,23,"4,314",0,22,0
2015,9,24,"4,560",0,23.4,0
2015,9,25,"5,704",0,23.4,0
2015,9,26,"16,847",1,22.4,0
2015,9,27,"18,146",1,21.9,0
2015,9,28,"38,505",1,21.4,0
2015,9,29,"31,812",1,22.1,0
2015,9,30,"6,033",0,21.3,0
2015,10,1,857,0,16.3,35
2015,10,2,"8,691",0,16.5,0
2015,10,3,"30,021",1,19.2,0
2015,10,4,"23,913",0,16.6,0
2015,10,5,"4,422",0,18,0
2015,10,6,"6,578",0,18.7,0
2015,10,7,"7,193",0,19.6,0
2015,10,8,"13,876",0,20.1,0
2015,10,9,"41,253",0,16.2,0
2015,10,10,"10,186",0,12.8,3.5
2015,10,11,"6,317",0,10.8,3.5
2015,10,12,"4,674",0,12.3,0
2015,10,13,"9,996",0,15,0
2015,10,14,"8,321",0,17.1,0
2015,10,15,"8,455",0,17.9,0
2015,10,16,"14,617",0,17.5,0
2015,10,17,"28,791",0,18.7,0
2015,10,18,"27,619",0,17.9,0
2015,10,19,"6,675",0,18.1,0
2015,10,20,"8,228",0,18.8,0
2015,10,21,"7,268",0,17.9,0
2015,10,22,"6,518",0,17.5,0
2015,10,23,"10,118",0,17.5,0
2015,10,24,"21,660",0,16.9,10.5
2015,10,25,"35,278",0,16.3,0
2015,10,26,"5,181",0,15,2
2015,10,27,"3,014",0,12.1,26.5
2015,10,28,"7,233",0,9.9,0
2015,10,29,"5,077",0,8.4,0.5
2015,10,30,"5,600",0,5.4,0
2015,10,31,"14,047",0,5.7,0
2015,11,1,"14,286",0,7,0
2015,11,2,"8,630",0,10.8,0
2015,11,3,"9,645",0,11.8,0
2015,11,4,"5,646",0,12.2,0
2015,11,5,"5,086",0,13.2,0
2015,11,6,"5,560",0,13.5,4.5
2015,11,7,"1,724",0,10.5,24.5
2015,11,8,"1,536",0,11.1,10.5
2015,11,9,"1,847",0,10.8,3.5
2015,11,10,"3,437",0,10,0
2015,11,11,"4,022",0,11.6,0
2015,11,12,"5,650",0,14.5,0
2015,11,13,"1,286",0,11.5,22.5
2015,11,14,"7,064",0,12.8,3.5
2015,11,15,"20,030",0,13.4,0
2015,11,16,"2,134",0,12.2,5.5
2015,11,17,"3,096",0,13.9,0
2015,11,18,"1,174",0,10.4,5.5
2015,11,19,"2,796",0,8.9,0
2015,11,20,"2,400",0,9.8,0
2015,11,21,"13,298",0,9.2,0
2015,11,22,"12,375",0,10.2,3.5
2015,11,23,973,0,8.5,6.5
2015,11,24,"1,697",0,5.6,0.5
2015,11,25,"1,245",0,2.4,11
2015,11,26,"1,354",0,-2.7,0
2015,11,27,"1,372",0,-2.8,0
2015,11,28,"2,644",0,0.1,0.1
2015,11,29,"1,340",0,2.5,3
2015,11,30,"1,369",0,4.1,0
2015,12,1,"1,728",0,4,0
2015,12,2,348,0,6,13.5
2015,12,3,523,0,-0.7,7.1
2015,12,4,"1,315",0,-0.4,0
2015,12,5,"3,736",0,3.4,0
2015,12,6,"4,083",0,1.3,0
2015,12,7,"1,192",0,1.9,0
2015,12,8,"1,626",0,2.9,0
2015,12,9,"1,392",0,5,0
2015,12,10,842,0,7.8,0.3
2015,12,11,"1,495",0,6.4,0
2015,12,12,"5,972",0,5.2,0
2015,12,13,"8,514",0,5.2,0
2015,12,14,915,0,5,2.5
2015,12,15,"1,117",0,4.7,0.1
2015,12,16,"1,029",0,-1,0
2015,12,17,821,0,-4.6,0
2015,12,18,694,0,-3.3,0
2015,12,19,"3,008",0,-0.1,0
2015,12,20,"3,456",0,1.5,0
2015,12,21,683,0,2.2,2
2015,12,22,"1,494",0,3.1,0
2015,12,23,"1,078",0,5.9,0.4
2015,12,24,"1,404",0,1.5,0
2015,12,25,"4,636",1,-0.8,0
2015,12,26,"3,547",0,0.9,0.7
2015,12,27,"2,007",0,-5.7,0
2015,12,28,888,0,-5.7,0
2015,12,29,"1,170",0,-3.2,0
2015,12,30,"22,176",0,0.3,2.5
2015,12,31,"1,281",0,0.7,0
2016,1,1,"4,382",1,1.2,0
2016,1,2,"7,265",0,5.7,0
2016,1,3,"4,557",0,6.5,0
2016,1,4,"1,690",0,2,0
2016,1,5,"1,256",0,-2.7,0
2016,1,6,"1,174",0,-1.7,0
2016,1,7,"1,044",0,-3.4,0
2016,1,8,926,0,-3.3,0
2016,1,9,"2,640",0,-2.1,0
2016,1,10,"3,604",0,0.3,0
2016,1,11,996,0,-3.8,0
2016,1,12,"1,642",0,-5.2,0
2016,1,13,"1,007",0,-4.5,0.4
2016,1,14,872,0,-3.4,0
2016,1,15,"1,047",0,-0.4,0
2016,1,16,"2,997",0,-0.2,0.1
2016,1,17,"3,448",0,1.7,0
2016,1,18,808,0,-6.3,0.2
2016,1,19,300,0,-12.8,0
2016,1,20,422,0,-10.5,0
2016,1,21,627,0,-7.1,0
2016,1,22,586,0,-7.6,0
2016,1,23,890,0,-11.5,0
2016,1,24,324,0,-14.4,0
2016,1,25,422,0,-9.4,0
2016,1,26,758,0,-3.3,0.3
2016,1,27,"1,218",0,-1.1,0
2016,1,28,"1,146",0,-0.5,0
2016,1,29,"1,777",0,1.9,0
2016,1,30,"4,128",0,0.6,0
2016,1,31,"2,584",0,-3.9,0
2016,2,1,"3,746",0,-6,0
2016,2,2,"2,927",0,-5.3,0
2016,2,3,"1,130",0,-2.4,0
2016,2,4,"1,120",0,-0.7,0
2016,2,5,840,0,-2.2,0
2016,2,6,"2,058",0,-3.1,0
2016,2,7,"2,128",1,-2.9,0
2016,2,8,"3,221",1,1.3,0
2016,2,9,"7,060",1,0.3,0
2016,2,10,"9,949",0,2.7,0
2016,2,11,"3,098",0,8.1,0.1
2016,2,12,357,0,8.4,18
2016,2,13,"2,742",0,11,21
2016,2,14,"2,042",0,-2.6,2.5
2016,2,15,696,0,-5.8,0
2016,2,16,994,0,-2.7,0.8
2016,2,17,"1,429",0,0,0
2016,2,18,"1,622",0,3.5,0
2016,2,19,"1,630",0,2.3,0
2016,2,20,"6,626",0,1.3,0
2016,2,21,"5,102",0,-0.6,0
2016,2,22,"1,398",0,1.1,0
2016,2,23,"1,726",0,0.7,0.9
2016,2,24,"1,333",0,-3,0
2016,2,25,"1,538",0,-0.2,0
2016,2,26,"2,519",0,2.2,0
2016,2,27,"6,519",0,3.3,0.2
2016,2,28,"4,970",0,0.7,4.1
2016,2,29,"1,233",0,-3.8,0
2016,3,1,"4,507",1,-2.7,0
2016,3,2,"2,146",0,3.1,0
2016,3,3,"1,783",0,8.1,0
2016,3,4,"2,783",0,13.2,0.1
2016,3,5,"1,405",0,11.3,40
2016,3,6,"11,564",0,7.9,0.2
2016,3,7,"1,480",0,8.1,0
2016,3,8,"11,521",0,2.7,0
2016,3,9,"1,255",0,0.3,0
2016,3,10,"1,184",0,-1.1,0
2016,3,11,"2,305",0,-0.5,0
2016,3,12,"7,460",0,2,0
2016,3,13,"6,352",0,3.7,0.1
2016,3,14,"2,385",0,4.7,0
2016,3,15,"2,541",0,5.2,0
2016,3,16,"2,697",0,7.5,0
2016,3,17,"2,529",0,9.3,0
2016,3,18,"2,836",0,13.4,0
2016,3,19,"33,131",0,11.4,0
2016,3,20,"34,360",0,10.6,0
2016,3,21,"3,537",0,9.9,0
2016,3,22,"3,338",0,8,0
2016,3,23,"2,787",0,8.2,0
2016,3,24,"2,438",0,7.2,0
2016,3,25,"3,291",0,7.1,0
2016,3,26,"21,748",0,6.5,0
2016,3,27,"30,489",0,7.2,0
2016,3,28,"4,136",0,9.8,0
2016,3,29,"2,248",0,11.3,0.1
2016,3,30,"4,857",0,11.5,0
2016,3,31,"4,758",0,13.5,0
2016,4,1,"7,537",0,15.3,0
2016,4,2,"37,787",0,15,0
2016,4,3,"9,952",0,10.7,2
2016,4,4,"6,813",0,12.3,0
2016,4,5,"7,452",0,11.4,0
2016,4,6,"9,032",0,14.4,3
2016,4,7,"5,013",0,14.1,7.5
2016,4,8,"11,370",0,11.1,0
2016,4,9,"32,879",0,10.7,0
2016,4,10,"33,139",0,13.4,0
2016,4,11,"11,313",0,12.5,0
2016,4,12,"12,028",0,14.1,0
2016,4,13,"26,405",0,15.6,1
2016,4,14,"7,079",0,12.4,0
2016,4,15,"14,228",0,15,0
2016,4,16,"14,154",0,14.9,23.5
2016,4,17,"14,205",0,10.8,20.5
2016,4,18,"5,862",0,11.2,1.5
2016,4,19,"12,051",0,12,0
2016,4,20,"6,493",0,14.3,0.5
2016,4,21,"3,489",0,13.5,17
2016,4,22,"9,794",0,13.5,0
2016,4,23,"14,361",0,13.5,0
2016,4,24,"19,642",0,15.5,0
2016,4,25,"19,979",0,17.2,0
2016,4,26,"11,099",0,21.1,0
2016,4,27,"9,335",0,17.2,0
2016,4,28,"11,151",0,17.2,0
2016,4,29,"15,084",0,16.2,0.3
2016,4,30,"21,736",0,15.9,0
2016,5,1,"31,290",0,18.8,0
2016,5,2,"7,756",0,21.1,16.5
2016,5,3,754,0,12.9,27
2016,5,4,"11,015",0,15.7,0
2016,5,5,"58,688",1,18.9,7.5
2016,5,6,"8,162",0,16.3,9.5
2016,5,7,"26,612",0,16.5,0
2016,5,8,"19,719",0,19.4,0
2016,5,9,"6,883",0,20.2,0
2016,5,10,"2,258",0,14.5,13.5
2016,5,11,"7,812",0,16.4,0
2016,5,12,"17,015",0,17.8,0
2016,5,13,"17,536",0,18.6,0.5
2016,5,14,"33,879",1,20.2,0
2016,5,15,"14,485",0,17.4,45
2016,5,16,"5,422",0,15.9,2.5
2016,5,17,"8,423",0,19.3,0
2016,5,18,"7,567",0,22.3,0
2016,5,19,"10,067",0,24.3,0
2016,5,20,"23,976",0,24,0
2016,5,21,"24,125",0,24.1,0
2016,5,22,"19,183",0,24.7,0
2016,5,23,"5,807",0,23.3,0
2016,5,24,"4,843",0,16.8,38.5
2016,5,25,"8,512",0,19.7,0
2016,5,26,"11,009",0,19.4,0
2016,5,27,"13,374",0,20.9,0
2016,5,28,"30,005",0,21.7,0
2016,5,29,"30,541",0,21.5,0
2016,5,30,"6,632",0,22.1,0
2016,5,31,"8,769",0,21.6,0
2016,6,1,"7,759",0,23.3,0
2016,6,2,"11,292",0,23.2,0
2016,6,3,"12,877",0,22.2,0
2016,6,4,"33,802",0,21.2,0
2016,6,5,"41,743",0,24.7,0
2016,6,6,"39,271",1,23.3,0
2016,6,7,"7,333",0,21.7,0.1
2016,6,8,"6,171",0,22.1,0
2016,6,9,"5,514",0,24.1,0
2016,6,10,"8,010",0,24.6,0
2016,6,11,"15,784",0,23.5,3
2016,6,12,"14,106",0,23.5,1.5
2016,6,13,"3,884",0,23.5,0
2016,6,14,"3,647",0,23.8,0
2016,6,15,846,0,20.9,15.5
2016,6,16,"4,572",0,20.9,0
2016,6,17,"4,479",0,23.8,0
2016,6,18,"13,938",0,24.5,0
2016,6,19,"12,939",0,24.1,0
2016,6,20,"4,391",0,24.7,0
2016,6,21,"2,767",0,26,0
2016,6,22,"1,610",0,24.3,30.5
2016,6,23,"3,664",0,24.7,0.1
2016,6,24,"1,505",0,23.1,3.5
2016,6,25,"13,799",0,22.8,0
2016,6,26,"13,252",0,24.4,0
2016,6,27,"3,038",0,24.4,0
2016,6,28,"2,618",0,24.7,0
2016,6,29,"2,438",0,25.3,0
2016,6,30,"2,357",0,24.6,0.2
2016,7,1,"2,712",0,24,108.5
2016,7,2,"9,126",0,23.5,4
2016,7,3,"10,843",0,23.5,0
2016,7,4,677,0,21.8,29.5
2016,7,5,255,0,23.1,100.5
2016,7,6,"1,843",0,22.9,0
2016,7,7,"2,035",0,24,0
2016,7,8,"3,098",0,27.3,0
2016,7,9,"5,459",0,27.7,0
2016,7,10,"4,688",0,27.9,0
2016,7,11,"1,587",0,28.4,0
2016,7,12,"11,688",0,26.3,3
2016,7,13,"4,057",0,26.3,0
2016,7,14,"2,097",0,27.5,0.1
2016,7,15,"3,112",0,26.2,1.5
2016,7,16,"1,002",0,20.8,46.5
2016,7,17,"9,518",0,21.7,2.5
2016,7,18,"2,853",0,24.4,0.2
2016,7,19,"2,267",0,27.1,0
2016,7,20,"1,708",0,28.6,0
2016,7,21,"1,839",0,28.3,0
2016,7,22,"1,400",0,29.1,0
2016,7,23,"4,251",0,28.7,0.5
2016,7,24,"4,628",0,28,0.5
2016,7,25,"2,032",0,28.4,0
2016,7,26,"1,860",0,28.4,0
2016,7,27,"1,462",0,27.6,0.5
2016,7,28,"2,383",0,28,0.2
2016,7,29,"5,240",0,26.3,59.5
2016,7,30,"6,092",0,28.6,0.5
2016,7,31,"5,155",0,28.9,0.2
2016,8,1,"4,450",0,28.4,0
2016,8,2,"4,359",0,27.2,2
2016,8,3,"3,018",0,29.1,0
2016,8,4,"1,683",0,30.7,0
2016,8,5,"1,766",0,31.2,0
2016,8,6,"3,029",0,30.5,0
2016,8,7,"2,586",0,30.6,0
2016,8,8,"1,118",0,30.5,0
2016,8,9,"1,188",0,29.3,1
2016,8,10,"1,198",0,29.4,0
2016,8,11,"1,106",0,30.5,0
2016,8,12,"1,222",0,30.4,0
2016,8,13,"3,177",0,30.2,0
2016,8,14,"6,159",0,28.9,0.2
2016,8,15,"4,256",1,29.1,0
2016,8,16,"1,428",0,29.3,0.5
2016,8,17,"1,454",0,29.9,0
2016,8,18,"11,359",0,29.9,0
2016,8,19,"5,345",0,28.9,11.5
2016,8,20,"5,468",0,30.1,0
2016,8,21,"4,429",0,30.7,0
2016,8,22,"1,088",0,30.7,0.4
2016,8,23,"1,146",0,28.3,8
2016,8,24,"1,336",0,29.1,0
2016,8,25,"1,289",0,27.1,4.5
2016,8,26,"2,575",0,23,20
2016,8,27,"19,035",0,23.4,0
2016,8,28,"18,218",0,21,1.5
2016,8,29,"3,636",0,22.2,0
2016,8,30,"3,382",0,20.6,0
2016,8,31,"20,690",0,17.7,17.5
2016,9,1,"2,725",0,23.2,0
2016,9,2,"2,884",0,24.2,4.5
2016,9,3,"19,980",0,23.9,0.5
2016,9,4,"19,815",0,25.6,0
2016,9,5,"2,784",0,26.4,0
2016,9,6,"2,806",0,24.7,0
2016,9,7,"2,568",0,24.3,0
2016,9,8,"1,717",0,23,4.5
2016,9,9,"8,865",0,23.9,0
2016,9,10,"16,066",0,24.4,0
2016,9,11,"19,518",0,24.5,0
2016,9,12,"2,976",0,23.4,2.5
2016,9,13,"4,363",0,24.6,0
2016,9,14,"11,712",1,24.6,0
2016,9,15,"17,941",1,23.9,0
2016,9,16,"32,719",1,24.6,0
2016,9,17,"19,920",0,23.1,7
2016,9,18,"21,560",0,23.5,0
2016,9,19,"3,360",0,21.9,0
2016,9,20,"4,447",0,20.6,0
2016,9,21,"3,825",0,20.2,0
2016,9,22,"4,565",0,21.9,0
2016,9,23,"5,709",0,21.4,0
2016,9,24,"23,547",0,22.3,0
2016,9,25,"21,160",0,23,0
2016,9,26,"3,713",0,23.6,0
2016,9,27,"1,483",0,21,13.5
2016,9,28,"4,026",0,19.9,0.5
2016,9,29,"5,586",0,20.4,0
2016,9,30,"7,872",0,20.5,0
2016,10,1,"27,694",0,21.1,0
2016,10,2,"1,857",0,19,18.5
2016,10,3,"30,759",1,22.7,6.5
2016,10,4,"17,225",0,22,0
2016,10,5,"4,904",0,21.1,0
2016,10,6,"8,778",0,18,0
2016,10,7,"8,665",0,19.7,2
2016,10,8,"16,488",0,16.8,6
2016,10,9,"23,046",0,11.3,0
2016,10,10,"4,613",0,14,0
2016,10,11,"9,394",0,15.4,0
2016,10,12,"5,885",0,15.5,0
2016,10,13,"8,678",0,15.2,0
2016,10,14,"11,883",0,16.7,0
2016,10,15,"23,584",0,19.1,0
2016,10,16,"8,506",0,17.2,1.5
2016,10,17,"5,074",0,17.5,0
2016,10,18,"8,224",0,17,0
2016,10,19,"8,681",0,18,0
2016,10,20,"8,095",0,18.6,0
2016,10,21,"11,299",0,17.9,0
2016,10,22,"28,301",0,18.3,0
2016,10,23,"14,427",0,13.3,2.5
2016,10,24,"8,377",0,15.1,0
2016,10,25,"2,591",0,14.1,37
2016,10,26,"6,884",0,13.3,0
2016,10,27,"7,301",0,14.6,0
2016,10,28,"6,538",0,14.6,0.3
2016,10,29,"15,346",0,7.8,0
2016,10,30,"17,706",0,7.9,0
2016,10,31,"2,096",0,5.7,0.5
2016,11,1,"2,305",0,1.5,0
2016,11,2,"7,520",0,4.1,0.1
2016,11,3,"3,254",0,9.1,0.2
2016,11,4,"4,834",0,12.3,0
2016,11,5,"14,380",0,15,0
2016,11,6,"19,529",0,14,0
2016,11,7,"5,735",0,12.8,5.5
2016,11,8,"2,570",0,4.1,0.5
2016,11,9,"2,630",0,2.1,0
2016,11,10,"1,928",0,6,0.4
2016,11,11,"3,662",0,9.1,4
2016,11,12,"13,925",0,11.4,0
2016,11,13,"13,407",0,14.4,0.5
2016,11,14,"1,819",0,13.2,1.5
2016,11,15,"2,205",0,5.2,0
2016,11,16,"2,019",0,5.2,0
2016,11,17,"3,480",0,9.1,0
2016,11,18,"2,356",0,10.3,0
2016,11,19,"9,936",0,13,0
2016,11,20,"24,388",0,9.8,0
2016,11,21,"2,231",0,9.5,0
2016,11,22,"1,433",0,2,0.2
2016,11,23,"1,021",0,-1.8,0
2016,11,24,881,0,-2.5,0
2016,11,25,"1,817",0,1,0
2016,11,26,"2,325",0,0.9,2.8
2016,11,27,"3,815",0,3.3,0
2016,11,28,"1,180",0,1.4,0
2016,11,29,"1,237",0,1.7,0
2016,11,30,978,0,6,1
2016,12,1,"1,483",0,4.1,0
2016,12,2,"1,224",0,1.6,0
2016,12,3,"5,705",0,4.5,0
2016,12,4,"4,360",0,5.5,0
2016,12,5,952,0,5.9,1.5
2016,12,6,997,0,-1.1,0
2016,12,7,"1,314",0,1.7,0
2016,12,8,"1,090",0,2.1,3
2016,12,9,"1,245",0,1.4,3
2016,12,10,"2,386",0,-1.6,0
2016,12,11,"3,222",0,-1.1,0
2016,12,12,"1,043",0,2.3,0
2016,12,13,"1,312",0,3.4,0
2016,12,14,930,0,-1.4,0.1
2016,12,15,698,0,-5,0
2016,12,16,565,0,-4.7,0
2016,12,17,"2,403",0,2.7,0
2016,12,18,"3,456",0,1.5,0
2016,12,19,683,0,2.2,2
2016,12,20,"1,494",0,3.1,0
2016,12,21,"1,078",0,5.9,0.4
2016,12,22,"1,404",0,1.5,0
2016,12,23,"4,636",1,-0.8,0
2016,12,24,"3,547",0,0.9,0.7
2016,12,25,"2,007",0,-5.7,0
2016,12,26,888,0,-5.7,0
2016,12,27,"1,170",0,-3.2,0
2016,12,28,"22,176",0,0.3,2.5
2016,12,29,"1,281",0,0.7,0
2016,12,30,"4,382",1,1.2,0
2016,12,31,"7,265",0,5.7,0
2017,1,1,"4,557",0,6.5,0
2017,1,2,"1,690",0,2,0
2017,1,3,"1,256",0,-2.7,0
2017,1,4,"1,174",0,-1.7,0
2017,1,5,"1,044",0,-3.4,0
2017,1,6,926,0,-3.3,0
2017,1,7,"2,640",0,-2.1,0
2017,1,8,"3,604",0,0.3,0
2017,1,9,996,0,-3.8,0
2017,1,10,"1,642",0,-5.2,0
2017,1,11,"1,007",0,-4.5,0.4
2017,1,12,872,0,-3.4,0
2017,1,13,"1,047",0,-0.4,0
2017,1,14,"2,997",0,-0.2,0.1
2017,1,15,"3,448",0,1.7,0
2017,1,16,808,0,-6.3,0.2
2017,1,17,300,0,-12.8,0
2017,1,18,422,0,-10.5,0
2017,1,19,627,0,-7.1,0
2017,1,20,586,0,-7.6,0
2017,1,21,890,0,-11.5,0
2017,1,22,324,0,-14.4,0
2017,1,23,422,0,-9.4,0
2017,1,24,758,0,-3.3,0.3
2017,1,25,"1,218",0,-1.1,0
2017,1,26,"1,146",0,-0.5,0
2017,1,27,"1,777",0,1.9,0
2017,1,28,"4,128",0,0.6,0
2017,1,29,"2,584",0,-3.9,0
2017,1,30,"3,746",0,-6,0
2017,1,31,"2,927",0,-5.3,0
2017,2,1,"1,130",0,-2.4,0
2017,2,2,"1,120",0,-0.7,0
2017,2,3,840,0,-2.2,0
2017,2,4,"2,058",0,-3.1,0
2017,2,5,"2,128",1,-2.9,0
2017,2,6,"3,221",1,1.3,0
2017,2,7,"7,060",1,0.3,0
2017,2,8,"9,949",0,2.7,0
2017,2,9,"3,098",0,8.1,0.1
2017,2,10,357,0,8.4,18
2017,2,11,"2,742",0,11,21
2017,2,12,"2,042",0,-2.6,2.5
2017,2,13,696,0,-5.8,0
2017,2,14,994,0,-2.7,0.8
2017,2,15,"1,429",0,0,0
2017,2,16,"1,622",0,3.5,0
2017,2,17,"1,630",0,2.3,0
2017,2,18,"6,626",0,1.3,0
2017,2,19,"5,102",0,-0.6,0
2017,2,20,"1,398",0,1.1,0
2017,2,21,"1,726",0,0.7,0.9
2017,2,22,"1,333",0,-3,0
2017,2,23,"1,538",0,-0.2,0
2017,2,24,"2,519",0,2.2,0
2017,2,25,"6,519",0,3.3,0.2
2017,2,26,"4,970",0,0.7,4.1
2017,2,27,"1,233",0,-3.8,0
2017,2,28,"4,507",1,-2.7,0
2017,3,1,"2,146",0,3.1,0
2017,3,2,"1,783",0,8.1,0
2017,3,3,"2,783",0,13.2,0.1
2017,3,4,"1,405",0,11.3,40
2017,3,5,"11,564",0,7.9,0.2
2017,3,6,"1,480",0,8.1,0
2017,3,7,"11,521",0,2.7,0
2017,3,8,"1,255",0,0.3,0
2017,3,9,"1,184",0,-1.1,0
2017,3,10,"2,305",0,-0.5,0
2017,3,11,"7,460",0,2,0
2017,3,12,"6,352",0,3.7,0.1
2017,3,13,"2,385",0,4.7,0
2017,3,14,"2,541",0,5.2,0
2017,3,15,"2,697",0,7.5,0
2017,3,16,"2,529",0,9.3,0
2017,3,17,"2,836",0,13.4,0
2017,3,18,"33,131",0,11.4,0
2017,3,19,"34,360",0,10.6,0
2017,3,20,"3,537",0,9.9,0
2017,3,21,"3,338",0,8,0
2017,3,22,"2,787",0,8.2,0
2017,3,23,"2,438",0,7.2,0
2017,3,24,"3,291",0,7.1,0
2017,3,25,"21,748",0,6.5,0
2017,3,26,"30,489",0,7.2,0
2017,3,27,"4,136",0,9.8,0
2017,3,28,"2,248",0,11.3,0.1
2017,3,29,"4,857",0,11.5,0
2017,3,30,"2,369",0,10.6,0
2017,3,31,"1,299",0,8.6,1.5
2017,4,1,"17,070",0,9,1
2017,4,2,"32,457",0,9,0
2017,4,3,"3,032",0,11.4,0
2017,4,4,"3,576",0,14.1,0
2017,4,5,"1,067",0,12,37.5
2017,4,6,"1,603",0,10.4,3
2017,4,7,"6,248",0,14.5,0
2017,4,8,"40,887",0,13,0.5
2017,4,9,"39,359",0,14.8,0.5
2017,4,10,"7,589",0,16.5,0
2017,4,11,"7,035",0,15.3,0
2017,4,12,"7,538",0,11.5,0
2017,4,13,"7,727",0,12.7,0
2017,4,14,"3,058",0,13,6
2017,4,15,"31,747",0,16.8,0
2017,4,16,"37,119",0,18.7,0
2017,4,17,"2,046",0,14.7,5.5
2017,4,18,"2,864",0,11.7,7.5
2017,4,19,"17,909",0,12.6,0
2017,4,20,"3,430",0,12.9,0.1
2017,4,21,"7,265",0,13.1,0
2017,4,22,"30,798",0,14.8,0
2017,4,23,"40,116",0,14.9,0
2017,4,24,"6,026",0,15.1,0
2017,4,25,"5,660",0,16,0
2017,4,26,"7,375",0,15.1,0
2017,4,27,"7,641",0,13.6,0
2017,4,28,"9,533",0,14.4,0
2017,4,29,"21,481",0,17.1,0
2017,4,30,"26,596",0,19.3,0
2017,5,1,"23,136",0,20.1,0
2017,5,2,"13,938",0,20.7,0
2017,5,3,"30,998",1,21.5,0
2017,5,4,"25,285",0,21,0
2017,5,5,"46,264",1,20.9,0
2017,5,6,"9,915",0,14.9,0
2017,5,7,"7,630",0,16.6,0
2017,5,8,"3,876",0,17.9,0
2017,5,9,"3,997",0,17.1,2.5
2017,5,10,"4,585",0,16.4,2.5
2017,5,11,"5,814",0,19.3,0
2017,5,12,"18,841",0,19.1,0
2017,5,13,"7,908",0,16.4,6
2017,5,14,"31,381",0,15.7,0
2017,5,15,"6,424",0,16,0
2017,5,16,"6,234",0,17.1,0
2017,5,17,"6,530",0,18.6,0
2017,5,18,"8,462",0,20.4,0
2017,5,19,"12,305",0,21.1,0
2017,5,20,"22,972",0,20.9,0
2017,5,21,"24,708",0,21.5,0
2017,5,22,"4,876",0,21.8,0
2017,5,23,"5,384",0,20,5
2017,5,24,"6,338",0,21.8,0.1
2017,5,25,"7,842",0,19.2,0
2017,5,26,"12,687",0,17.7,0
2017,5,27,"33,795",0,19.5,0
2017,5,28,"39,195",0,21.2,0
2017,5,29,"7,267",0,22.9,0
2017,5,30,"8,825",0,23.6,0
2017,5,31,"6,836",0,23.3,0
2017,6,1,"9,190",0,23.3,0
2017,6,2,"10,915",0,20.5,0
2017,6,3,"33,239",0,20.5,0
2017,6,4,"36,290",0,21.7,0
2017,6,5,"18,592",0,24.2,0
2017,6,6,"22,602",1,19.4,15.5
2017,6,7,"1,871",0,17.6,12.5
2017,6,8,"23,381",0,20.1,0
2017,6,9,"15,512",0,21.2,0.1
2017,6,10,"21,501",0,21.5,4.5
2017,6,11,"23,498",0,22.8,0
2017,6,12,"3,589",0,22.1,0
2017,6,13,"3,915",0,21.5,0
2017,6,14,"4,146",0,21.8,0
2017,6,15,"6,991",0,23.1,0
2017,6,16,"3,307",0,25.5,0
2017,6,17,"10,224",0,24.2,0
2017,6,18,"8,647",0,24.3,0
2017,6,19,"2,163",0,24.8,0
2017,6,20,"2,530",0,26,0
2017,6,21,"2,201",0,25.4,0
